Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
04:07:2026,00:15,C,mm,km/h,mm,16,16,16,0.00,0.00,579.7,---,21,58,81,0.0,3.2,ENE,ENE,---,---,---,---
04:07:2026,00:30,C,mm,km/h,mm,16,16,16,0.00,0.00,579.5,---,21,58,80,0.0,4.8,SW,SW,---,---,---,---
04:07:2026,00:45,C,mm,km/h,mm,16,16,16,0.00,0.00,579.3,---,21,58,82,0.0,4.8,SW,SW,---,---,---,---
04:07:2026,01:00,C,mm,km/h,mm,16,16,16,0.00,0.00,579.1,---,21,58,82,0.0,4.8,WSW,WSW,---,---,---,---
04:07:2026,01:15,C,mm,km/h,mm,16,16,16,0.00,0.00,579.0,---,20,58,83,0.0,3.2,SSW,W,---,---,---,---
04:07:2026,01:30,C,mm,km/h,mm,16,16,16,0.00,0.00,579.0,---,20,58,82,0.0,3.2,W,W,---,---,---,---
04:07:2026,01:45,C,mm,km/h,mm,16,16,16,0.00,0.00,578.9,---,20,58,83,0.0,3.2,WSW,WSW,---,---,---,---
04:07:2026,02:00,C,mm,km/h,mm,16,16,16,0.00,0.00,578.8,---,20,58,83,0.0,0.0,---,---,---,---,---,---
04:07:2026,02:15,C,mm,km/h,mm,16,16,16,0.00,0.00,578.8,---,20,58,84,0.0,3.2,WSW,WSW,---,---,---,---
04:07:2026,02:30,C,mm,km/h,mm,16,16,16,0.00,0.00,578.8,---,20,58,84,0.0,1.6,ESE,ESE,---,---,---,---
04:07:2026,02:45,C,mm,km/h,mm,16,16,16,0.00,0.00,578.8,---,20,58,84,0.0,1.6,W,W,---,---,---,---
04:07:2026,03:00,C,mm,km/h,mm,16,16,16,0.00,0.00,578.6,---,20,58,85,0.0,1.6,ENE,SSW,---,---,---,---
04:07:2026,03:15,C,mm,km/h,mm,15,16,15,0.00,0.00,578.5,---,20,58,86,0.0,0.0,---,---,---,---,---,---
04:07:2026,03:30,C,mm,km/h,mm,14,15,14,0.00,0.00,578.4,---,20,58,88,0.0,0.0,---,---,---,---,---,---
04:07:2026,03:45,C,mm,km/h,mm,14,14,14,0.00,0.00,578.5,---,20,59,90,0.0,0.0,---,---,---,---,---,---
04:07:2026,04:00,C,mm,km/h,mm,14,14,14,0.00,0.00,578.5,---,20,59,90,0.0,0.0,---,---,---,---,---,---
