Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
01:07:2026,00:15,C,mm,km/h,mm,12,13,12,0.00,0.00,769.3,---,20,61,95,0.0,0.0,---,---,---,---,---,---
01:07:2026,00:30,C,mm,km/h,mm,12,12,12,0.00,0.00,769.3,---,20,61,96,0.0,0.0,---,---,---,---,---,---
01:07:2026,00:45,C,mm,km/h,mm,12,12,12,0.00,0.00,769.3,---,20,61,95,0.0,0.0,---,---,---,---,---,---
01:07:2026,01:00,C,mm,km/h,mm,12,12,12,0.00,0.00,769.4,---,20,61,96,0.0,0.0,---,---,---,---,---,---
01:07:2026,01:15,C,mm,km/h,mm,12,12,12,0.00,0.00,769.5,---,20,61,96,0.0,0.0,---,---,---,---,---,---
01:07:2026,01:30,C,mm,km/h,mm,12,12,12,0.00,0.00,769.6,---,20,61,96,0.0,0.0,---,---,---,---,---,---
01:07:2026,01:45,C,mm,km/h,mm,12,12,12,0.00,0.00,769.5,---,20,61,96,0.0,0.0,---,---,---,---,---,---
01:07:2026,02:00,C,mm,km/h,mm,12,12,12,0.00,0.00,769.6,---,20,61,96,0.0,0.0,---,---,---,---,---,---
01:07:2026,02:15,C,mm,km/h,mm,12,12,12,0.00,0.00,769.7,---,20,61,96,0.0,0.0,---,---,---,---,---,---
01:07:2026,02:30,C,mm,km/h,mm,13,13,12,0.00,0.00,769.7,---,20,61,96,0.0,0.0,---,---,---,---,---,---
01:07:2026,02:45,C,mm,km/h,mm,13,13,13,0.00,0.00,769.7,---,20,61,96,0.0,0.0,---,---,---,---,---,---
01:07:2026,03:00,C,mm,km/h,mm,13,13,13,0.00,0.00,769.8,---,20,61,96,0.0,0.0,---,---,---,---,---,---
01:07:2026,03:15,C,mm,km/h,mm,13,13,13,0.00,0.00,769.8,---,20,61,96,0.0,0.0,---,---,---,---,---,---
01:07:2026,03:30,C,mm,km/h,mm,13,14,13,0.00,0.00,769.8,---,20,61,96,0.0,0.0,---,---,---,---,---,---
01:07:2026,03:45,C,mm,km/h,mm,14,14,13,0.00,0.00,770.0,---,20,60,96,0.0,0.0,---,---,---,---,---,---
01:07:2026,04:00,C,mm,km/h,mm,14,14,14,0.00,0.00,770.2,---,21,60,96,0.0,0.0,---,---,---,---,---,---
01:07:2026,04:15,C,mm,km/h,mm,14,14,14,0.00,0.00,770.3,---,21,60,95,0.0,0.0,---,---,---,---,---,---
01:07:2026,04:30,C,mm,km/h,mm,14,14,14,0.00,0.00,770.5,---,21,60,96,0.0,0.0,---,---,---,---,---,---
01:07:2026,04:45,C,mm,km/h,mm,14,14,14,0.00,0.00,770.6,---,21,60,95,0.0,0.0,---,---,---,---,---,---
01:07:2026,05:00,C,mm,km/h,mm,14,14,14,0.00,0.00,770.7,---,21,60,95,0.0,0.0,---,---,---,---,---,---
01:07:2026,05:15,C,mm,km/h,mm,14,14,14,0.00,0.00,770.8,---,20,60,95,0.0,1.6,N,N,---,---,---,---
01:07:2026,05:30,C,mm,km/h,mm,14,14,14,0.00,0.00,770.8,---,20,60,94,0.0,0.0,---,---,---,---,---,---
01:07:2026,05:45,C,mm,km/h,mm,15,15,14,0.00,0.00,770.9,---,20,60,93,0.0,1.6,N,N,---,---,---,---
01:07:2026,06:00,C,mm,km/h,mm,15,15,15,0.00,0.00,770.7,---,20,60,90,0.0,1.6,NNW,NNW,---,---,---,---
01:07:2026,06:15,C,mm,km/h,mm,16,16,15,0.00,0.00,770.7,---,20,60,86,0.0,1.6,NE,NNE,---,---,---,---
01:07:2026,06:30,C,mm,km/h,mm,16,16,16,0.00,0.00,770.7,---,20,60,84,0.0,3.2,ESE,ESE,---,---,---,---
