Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
05:07:2026,00:15,C,mm,km/h,mm,16,16,16,0.00,0.00,578.8,---,21,61,88,0.0,1.6,W,W,---,---,---,---
05:07:2026,00:30,C,mm,km/h,mm,16,16,16,0.00,0.00,578.9,---,21,61,88,0.0,0.0,---,---,---,---,---,---
05:07:2026,00:45,C,mm,km/h,mm,16,16,16,0.00,0.00,578.9,---,21,61,89,0.0,0.0,---,---,---,---,---,---
05:07:2026,01:00,C,mm,km/h,mm,16,16,16,0.00,0.00,578.8,---,21,61,91,0.0,0.0,---,---,---,---,---,---
05:07:2026,01:15,C,mm,km/h,mm,16,16,16,0.00,0.00,578.8,---,21,61,91,0.0,0.0,---,---,---,---,---,---
05:07:2026,01:30,C,mm,km/h,mm,16,16,16,0.00,0.00,578.7,---,21,61,91,0.0,0.0,---,---,---,---,---,---
05:07:2026,01:45,C,mm,km/h,mm,15,16,15,0.00,0.00,578.8,---,21,61,92,0.0,0.0,---,---,---,---,---,---
05:07:2026,02:00,C,mm,km/h,mm,15,15,15,0.00,0.00,578.6,---,21,61,92,0.0,0.0,---,---,---,---,---,---
05:07:2026,02:15,C,mm,km/h,mm,15,15,15,0.00,0.00,578.5,---,20,62,92,0.0,0.0,---,---,---,---,---,---
05:07:2026,02:30,C,mm,km/h,mm,15,16,15,0.00,0.00,578.5,---,20,62,92,0.0,0.0,---,---,---,---,---,---
05:07:2026,02:45,C,mm,km/h,mm,15,15,15,0.00,0.00,578.3,---,20,62,92,0.0,0.0,---,---,---,---,---,---
05:07:2026,03:00,C,mm,km/h,mm,15,15,15,0.00,0.00,578.2,---,20,62,92,0.0,0.0,---,---,---,---,---,---
05:07:2026,03:15,C,mm,km/h,mm,15,15,15,0.00,0.00,578.1,---,20,62,93,0.0,0.0,---,---,---,---,---,---
05:07:2026,03:30,C,mm,km/h,mm,15,15,15,0.00,0.00,578.0,---,20,62,93,0.0,0.0,---,---,---,---,---,---
05:07:2026,03:45,C,mm,km/h,mm,15,15,15,0.00,0.00,577.9,---,20,62,93,0.0,0.0,---,---,---,---,---,---
05:07:2026,04:00,C,mm,km/h,mm,15,15,15,0.00,0.00,578.0,---,20,62,93,0.0,0.0,---,---,---,---,---,---
05:07:2026,04:15,C,mm,km/h,mm,15,15,15,0.20,0.00,577.9,---,20,62,93,0.0,0.0,---,---,---,---,---,---
05:07:2026,04:30,C,mm,km/h,mm,15,15,15,0.00,0.00,578.0,---,20,62,93,0.0,0.0,---,---,---,---,---,---
05:07:2026,04:45,C,mm,km/h,mm,15,15,15,0.00,0.00,578.0,---,20,62,93,0.0,0.0,---,---,---,---,---,---
05:07:2026,05:00,C,mm,km/h,mm,15,15,15,0.00,0.00,578.0,---,20,62,93,0.0,0.0,---,---,---,---,---,---
05:07:2026,05:15,C,mm,km/h,mm,15,15,14,0.00,0.00,578.2,---,20,62,94,0.0,0.0,---,---,---,---,---,---
05:07:2026,05:30,C,mm,km/h,mm,14,15,14,0.00,0.00,578.2,---,20,62,94,0.0,0.0,---,---,---,---,---,---
05:07:2026,05:45,C,mm,km/h,mm,14,14,14,0.00,0.00,578.3,---,20,62,94,0.0,0.0,---,---,---,---,---,---
05:07:2026,06:00,C,mm,km/h,mm,14,14,14,0.00,0.00,578.3,---,20,62,94,0.0,0.0,---,---,---,---,---,---
05:07:2026,06:15,C,mm,km/h,mm,15,15,14,0.00,0.00,578.5,---,20,63,94,0.0,0.0,---,---,---,---,---,---
05:07:2026,06:30,C,mm,km/h,mm,15,15,15,0.00,0.00,578.7,---,20,63,95,0.0,0.0,---,---,---,---,---,---
05:07:2026,06:45,C,mm,km/h,mm,15,15,15,0.00,0.00,578.9,---,20,63,94,0.0,0.0,---,---,---,---,---,---
05:07:2026,07:00,C,mm,km/h,mm,15,15,15,0.00,0.00,579.1,---,20,63,94,0.0,0.0,---,---,---,---,---,---
05:07:2026,07:15,C,mm,km/h,mm,16,16,15,0.60,9.00,579.1,---,20,63,94,0.0,0.0,---,---,---,---,---,---
05:07:2026,07:30,C,mm,km/h,mm,16,16,16,1.00,10.80,579.2,---,20,63,94,0.0,0.0,---,---,---,---,---,---
05:07:2026,07:45,C,mm,km/h,mm,16,16,16,0.00,0.00,579.2,---,20,63,94,0.0,0.0,---,---,---,---,---,---
05:07:2026,08:00,C,mm,km/h,mm,16,16,16,0.00,0.00,579.4,---,20,63,94,0.0,0.0,---,---,---,---,---,---
05:07:2026,08:15,C,mm,km/h,mm,16,16,16,0.00,0.00,579.3,---,20,63,93,0.0,0.0,---,---,---,---,---,---
05:07:2026,08:30,C,mm,km/h,mm,17,17,16,0.00,0.00,579.4,---,20,63,92,0.0,0.0,---,---,---,---,---,---
05:07:2026,08:45,C,mm,km/h,mm,18,18,17,0.00,0.00,579.5,---,20,63,86,0.0,0.0,---,---,---,---,---,---
05:07:2026,09:00,C,mm,km/h,mm,18,19,18,0.00,0.00,579.5,---,20,63,85,0.0,3.2,NE,NE,---,---,---,---
05:07:2026,09:15,C,mm,km/h,mm,20,20,18,0.00,0.00,579.6,---,20,63,82,0.0,3.2,NNE,NE,---,---,---,---
05:07:2026,09:30,C,mm,km/h,mm,20,20,20,0.00,0.00,579.5,---,20,63,77,0.0,0.0,---,---,---,---,---,---
05:07:2026,09:45,C,mm,km/h,mm,20,20,20,0.00,0.00,579.5,---,20,63,79,0.0,0.0,---,---,---,---,---,---
05:07:2026,10:00,C,mm,km/h,mm,21,21,20,0.00,0.00,579.5,---,20,63,75,0.0,3.2,NNW,NNW,---,---,---,---
05:07:2026,10:15,C,mm,km/h,mm,22,22,21,0.00,0.00,579.4,---,20,63,68,0.0,4.8,NW,NNW,---,---,---,---
05:07:2026,10:30,C,mm,km/h,mm,22,22,22,0.00,0.00,579.2,---,20,63,67,0.0,4.8,WNW,NW,---,---,---,---
