Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
18:04:2026,00:15,C,mm,km/h,mm,17,18,17,0.00,0.00,767.5,---,24,27,33,0.0,0.0,---,---,---,---,---,---
18:04:2026,00:30,C,mm,km/h,mm,17,17,17,0.00,0.00,767.4,---,24,27,35,0.0,0.0,---,---,---,---,---,---
18:04:2026,00:45,C,mm,km/h,mm,16,17,16,0.00,0.00,767.3,---,24,27,37,0.0,0.0,---,---,---,---,---,---
18:04:2026,01:00,C,mm,km/h,mm,15,16,15,0.00,0.00,767.2,---,24,27,40,0.0,0.0,---,---,---,---,---,---
18:04:2026,01:15,C,mm,km/h,mm,15,15,15,0.00,0.00,767.1,---,24,27,41,0.0,0.0,---,---,---,---,---,---
18:04:2026,01:30,C,mm,km/h,mm,14,15,14,0.00,0.00,767.0,---,24,27,44,0.0,0.0,---,---,---,---,---,---
18:04:2026,01:45,C,mm,km/h,mm,13,14,13,0.00,0.00,766.9,---,24,27,45,0.0,0.0,---,---,---,---,---,---
18:04:2026,02:00,C,mm,km/h,mm,13,13,13,0.00,0.00,766.9,---,24,27,45,0.0,0.0,---,---,---,---,---,---
18:04:2026,02:15,C,mm,km/h,mm,14,14,13,0.00,0.00,766.7,---,24,27,44,0.0,0.0,---,---,---,---,---,---
18:04:2026,02:30,C,mm,km/h,mm,13,14,13,0.00,0.00,766.6,---,24,27,46,0.0,0.0,---,---,---,---,---,---
18:04:2026,02:45,C,mm,km/h,mm,13,13,13,0.00,0.00,766.5,---,24,27,49,0.0,0.0,---,---,---,---,---,---
18:04:2026,03:00,C,mm,km/h,mm,13,13,13,0.00,0.00,766.5,---,24,27,49,0.0,0.0,---,---,---,---,---,---
18:04:2026,03:15,C,mm,km/h,mm,12,13,12,0.00,0.00,766.4,---,24,27,50,0.0,0.0,---,---,---,---,---,---
18:04:2026,03:30,C,mm,km/h,mm,13,13,12,0.00,0.00,766.3,---,24,27,49,0.0,0.0,---,---,---,---,---,---
18:04:2026,03:45,C,mm,km/h,mm,13,13,13,0.00,0.00,766.2,---,24,27,48,0.0,0.0,---,---,---,---,---,---
18:04:2026,04:00,C,mm,km/h,mm,12,13,12,0.00,0.00,766.1,---,23,28,51,0.0,0.0,---,---,---,---,---,---
18:04:2026,04:15,C,mm,km/h,mm,13,13,12,0.00,0.00,766.2,---,23,28,49,0.0,0.0,---,---,---,---,---,---
18:04:2026,04:30,C,mm,km/h,mm,12,13,12,0.00,0.00,766.1,---,23,28,53,0.0,0.0,---,---,---,---,---,---
18:04:2026,04:45,C,mm,km/h,mm,12,12,12,0.00,0.00,766.2,---,23,28,53,0.0,0.0,---,---,---,---,---,---
18:04:2026,05:00,C,mm,km/h,mm,12,12,12,0.00,0.00,766.3,---,23,28,55,0.0,0.0,---,---,---,---,---,---
18:04:2026,05:15,C,mm,km/h,mm,11,12,11,0.00,0.00,766.3,---,23,28,58,0.0,0.0,---,---,---,---,---,---
18:04:2026,05:30,C,mm,km/h,mm,11,11,11,0.00,0.00,766.4,---,23,28,58,0.0,0.0,---,---,---,---,---,---
18:04:2026,05:45,C,mm,km/h,mm,11,11,11,0.00,0.00,766.5,---,23,28,58,0.0,0.0,---,---,---,---,---,---
18:04:2026,06:00,C,mm,km/h,mm,11,11,11,0.00,0.00,766.5,---,23,28,56,0.0,0.0,---,---,---,---,---,---
18:04:2026,06:15,C,mm,km/h,mm,12,12,11,0.00,0.00,766.7,---,23,28,52,0.0,0.0,---,---,---,---,---,---
18:04:2026,06:30,C,mm,km/h,mm,11,12,11,0.00,0.00,766.8,---,23,28,53,0.0,0.0,---,---,---,---,---,---
18:04:2026,06:45,C,mm,km/h,mm,12,12,11,0.00,0.00,766.9,---,23,28,56,0.0,1.6,NE,NE,---,---,---,---
18:04:2026,07:00,C,mm,km/h,mm,11,12,11,0.00,0.00,767.0,---,23,28,58,0.0,0.0,---,---,---,---,---,---
18:04:2026,07:15,C,mm,km/h,mm,11,11,11,0.00,0.00,767.2,---,23,29,57,0.0,0.0,---,---,---,---,---,---
18:04:2026,07:30,C,mm,km/h,mm,13,13,11,0.00,0.00,767.3,---,23,29,50,0.0,0.0,---,---,---,---,---,---
18:04:2026,07:45,C,mm,km/h,mm,17,17,13,0.00,0.00,767.4,---,23,29,43,0.0,0.0,---,---,---,---,---,---
