Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
30:04:2026,00:15,C,mm,km/h,mm,20,20,20,0.00,0.00,767.8,---,24,24,29,0.0,3.2,W,WNW,---,---,---,---
30:04:2026,00:30,C,mm,km/h,mm,20,20,20,0.00,0.00,767.8,---,24,24,29,0.0,1.6,WNW,NW,---,---,---,---
30:04:2026,00:45,C,mm,km/h,mm,20,20,20,0.00,0.00,767.6,---,24,24,29,0.0,1.6,N,NNW,---,---,---,---
30:04:2026,01:00,C,mm,km/h,mm,19,20,19,0.00,0.00,767.5,---,24,24,30,0.0,1.6,WNW,WNW,---,---,---,---
30:04:2026,01:15,C,mm,km/h,mm,19,19,19,0.00,0.00,767.4,---,24,24,32,0.0,1.6,NE,NE,---,---,---,---
30:04:2026,06:30,C,mm,km/h,mm,11,11,11,0.00,0.00,767.1,---,24,26,63,0.0,0.0,---,---,---,---,---,---
30:04:2026,06:45,C,mm,km/h,mm,11,11,11,0.00,0.00,767.2,---,24,26,61,0.0,0.0,---,---,---,---,---,---
30:04:2026,07:00,C,mm,km/h,mm,11,11,11,0.00,0.00,767.3,---,24,31,62,0.0,0.0,---,---,---,---,---,---
30:04:2026,07:15,C,mm,km/h,mm,13,13,11,0.00,0.00,767.4,---,24,29,56,0.0,0.0,---,---,---,---,---,---
30:04:2026,07:30,C,mm,km/h,mm,15,15,13,0.00,0.00,767.5,---,24,29,50,0.0,0.0,---,---,---,---,---,---
30:04:2026,11:30,C,mm,km/h,mm,29,29,29,0.00,0.00,766.9,---,24,26,18,1.6,8.0,SSE,SE,---,---,---,---
30:04:2026,11:45,C,mm,km/h,mm,29,30,29,0.00,0.00,766.7,---,24,26,16,1.6,8.0,N,NE,---,---,---,---
30:04:2026,12:00,C,mm,km/h,mm,29,29,29,0.00,0.00,766.5,---,25,26,17,3.2,11.3,SSE,SSE,---,---,---,---
30:04:2026,12:15,C,mm,km/h,mm,30,30,28,0.00,0.00,766.3,---,25,27,16,1.6,9.7,W,NW,---,---,---,---
30:04:2026,12:30,C,mm,km/h,mm,31,31,30,0.00,0.00,766.1,---,25,27,15,1.6,8.0,NW,NE,---,---,---,---
30:04:2026,15:15,C,mm,km/h,mm,32,32,32,0.00,0.00,763.9,---,24,23,13,1.6,9.7,N,NNE,---,---,---,---
30:04:2026,15:30,C,mm,km/h,mm,32,33,32,0.00,0.00,763.7,---,24,23,12,1.6,8.0,NNE,SSE,---,---,---,---
30:04:2026,15:45,C,mm,km/h,mm,33,33,32,0.00,0.00,763.5,---,23,23,12,1.6,11.3,NW,NNE,---,---,---,---
30:04:2026,16:00,C,mm,km/h,mm,32,33,32,0.00,0.00,763.4,---,23,23,13,1.6,11.3,NNW,SE,---,---,---,---
30:04:2026,16:15,C,mm,km/h,mm,32,32,32,0.00,0.00,763.3,---,23,23,12,1.6,9.7,WSW,ESE,---,---,---,---
30:04:2026,20:15,C,mm,km/h,mm,25,26,25,0.00,0.00,764.9,---,24,23,27,0.0,0.0,---,---,---,---,---,---
30:04:2026,20:30,C,mm,km/h,mm,25,25,25,0.00,0.00,765.0,---,24,23,25,1.6,8.0,S,SE,---,---,---,---
30:04:2026,20:45,C,mm,km/h,mm,24,25,24,0.00,0.00,765.2,---,24,24,25,0.0,3.2,SE,SE,---,---,---,---
30:04:2026,21:00,C,mm,km/h,mm,24,24,24,0.00,0.00,765.3,---,25,24,27,0.0,4.8,SSE,SSE,---,---,---,---
30:04:2026,21:15,C,mm,km/h,mm,25,25,24,0.00,0.00,765.5,---,25,24,27,1.6,8.0,SSE,SSE,---,---,---,---
30:04:2026,22:45,C,mm,km/h,mm,22,23,22,0.00,0.00,766.1,---,25,25,33,0.0,3.2,NNW,NNW,---,---,---,---
30:04:2026,23:00,C,mm,km/h,mm,22,22,22,0.00,0.00,766.2,---,25,25,34,0.0,3.2,N,N,---,---,---,---
30:04:2026,23:15,C,mm,km/h,mm,22,22,22,0.00,0.00,766.3,---,25,25,35,0.0,3.2,NW,NW,---,---,---,---
30:04:2026,23:30,C,mm,km/h,mm,21,22,21,0.00,0.00,766.3,---,25,25,38,0.0,0.0,---,---,---,---,---,---
30:04:2026,23:45,C,mm,km/h,mm,19,21,19,0.00,0.00,766.2,---,25,25,40,0.0,0.0,---,---,---,---,---,---
