Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
24:04:2026,00:15,C,mm,km/h,mm,14,15,14,0.00,0.00,767.7,---,23,40,73,0.0,0.0,---,---,---,---,---,---
24:04:2026,05:30,C,mm,km/h,mm,11,11,11,0.00,0.00,766.7,---,23,43,91,0.0,0.0,---,---,---,---,---,---
24:04:2026,05:45,C,mm,km/h,mm,11,11,11,0.00,0.00,766.8,---,23,43,92,0.0,0.0,---,---,---,---,---,---
24:04:2026,06:00,C,mm,km/h,mm,11,11,11,0.00,0.00,766.9,---,23,43,92,0.0,0.0,---,---,---,---,---,---
24:04:2026,06:15,C,mm,km/h,mm,11,11,11,0.00,0.00,767.0,---,23,43,93,0.0,0.0,---,---,---,---,---,---
24:04:2026,06:30,C,mm,km/h,mm,11,11,11,0.00,0.00,767.1,---,23,43,93,0.0,0.0,---,---,---,---,---,---
24:04:2026,09:15,C,mm,km/h,mm,23,23,22,0.00,0.00,768.1,---,23,44,51,0.0,4.8,NNE,NNE,---,---,---,---
24:04:2026,09:30,C,mm,km/h,mm,23,23,23,0.00,0.00,768.1,---,23,43,51,1.6,6.4,SSE,NE,---,---,---,---
24:04:2026,09:45,C,mm,km/h,mm,23,23,23,0.00,0.00,768.0,---,23,43,46,0.0,6.4,N,NNE,---,---,---,---
24:04:2026,10:00,C,mm,km/h,mm,23,23,22,0.00,0.00,767.9,---,23,43,47,1.6,8.0,SE,SE,---,---,---,---
24:04:2026,10:15,C,mm,km/h,mm,24,24,23,0.00,0.00,767.8,---,23,43,45,0.0,4.8,NNE,SE,---,---,---,---
24:04:2026,14:15,C,mm,km/h,mm,28,28,28,0.00,0.00,764.9,---,24,35,27,0.0,6.4,NNW,WNW,---,---,---,---
24:04:2026,14:30,C,mm,km/h,mm,28,28,28,0.00,0.00,764.8,---,24,35,27,1.6,6.4,SSE,SSE,---,---,---,---
24:04:2026,14:45,C,mm,km/h,mm,30,30,28,0.00,0.00,764.6,---,25,35,25,1.6,8.0,SSE,NW,---,---,---,---
24:04:2026,15:00,C,mm,km/h,mm,30,30,29,0.00,0.00,764.4,---,25,35,24,3.2,11.3,S,SSE,---,---,---,---
24:04:2026,15:15,C,mm,km/h,mm,30,30,30,0.00,0.00,764.3,---,25,35,24,1.6,8.0,W,NNW,---,---,---,---
24:04:2026,18:00,C,mm,km/h,mm,26,27,26,0.00,0.00,764.1,---,24,35,43,1.6,11.3,E,NNE,---,---,---,---
24:04:2026,18:15,C,mm,km/h,mm,25,26,25,0.00,0.00,764.2,---,24,35,44,1.6,8.0,SE,SSE,---,---,---,---
24:04:2026,18:30,C,mm,km/h,mm,25,25,25,0.00,0.00,764.4,---,24,35,46,1.6,4.8,SSW,SSE,---,---,---,---
24:04:2026,18:45,C,mm,km/h,mm,24,25,24,0.00,0.00,764.7,---,24,36,49,0.0,4.8,SSE,SE,---,---,---,---
24:04:2026,19:00,C,mm,km/h,mm,24,24,24,0.00,0.00,764.8,---,24,36,55,0.0,0.0,---,---,---,---,---,---
24:04:2026,19:15,C,mm,km/h,mm,23,24,23,0.00,0.00,765.2,---,24,37,62,3.2,17.7,NNE,NNE,---,---,---,---
24:04:2026,19:30,C,mm,km/h,mm,19,23,19,3.40,132.40,765.4,---,24,39,73,3.2,12.9,SE,SSE,---,---,---,---
24:04:2026,19:45,C,mm,km/h,mm,18,18,18,0.00,0.00,765.7,---,24,40,79,0.0,6.4,SSE,SE,---,---,---,---
24:04:2026,20:00,C,mm,km/h,mm,17,18,17,0.00,0.00,766.0,---,24,41,79,0.0,6.4,N,N,---,---,---,---
24:04:2026,20:15,C,mm,km/h,mm,17,17,17,0.00,0.00,766.0,---,24,41,83,0.0,1.6,NE,NE,---,---,---,---
24:04:2026,20:30,C,mm,km/h,mm,17,17,17,0.00,0.00,766.3,---,24,41,82,0.0,0.0,---,---,---,---,---,---
24:04:2026,20:45,C,mm,km/h,mm,17,17,17,0.00,0.00,766.5,---,24,42,83,0.0,0.0,---,---,---,---,---,---
24:04:2026,21:00,C,mm,km/h,mm,16,17,16,0.00,0.00,766.7,---,24,42,85,0.0,0.0,---,---,---,---,---,---
24:04:2026,21:15,C,mm,km/h,mm,16,16,16,0.00,0.00,767.0,---,24,42,86,0.0,0.0,---,---,---,---,---,---
24:04:2026,21:30,C,mm,km/h,mm,16,16,16,0.00,0.00,767.1,---,24,43,89,0.0,0.0,---,---,---,---,---,---
24:04:2026,23:00,C,mm,km/h,mm,15,15,15,0.00,0.00,767.2,---,24,45,91,0.0,0.0,---,---,---,---,---,---
24:04:2026,23:15,C,mm,km/h,mm,14,15,14,0.00,0.00,767.3,---,24,45,92,0.0,0.0,---,---,---,---,---,---
24:04:2026,23:30,C,mm,km/h,mm,14,14,14,0.00,0.00,767.1,---,24,45,92,0.0,0.0,---,---,---,---,---,---
24:04:2026,23:45,C,mm,km/h,mm,14,14,14,0.00,0.00,767.1,---,24,46,92,0.0,0.0,---,---,---,---,---,---
