Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
25:04:2026,00:15,C,mm,km/h,mm,14,14,14,0.00,0.00,767.1,---,24,46,93,0.0,0.0,---,---,---,---,---,---
25:04:2026,00:30,C,mm,km/h,mm,14,14,14,0.00,0.00,766.9,---,24,46,93,0.0,0.0,---,---,---,---,---,---
25:04:2026,00:45,C,mm,km/h,mm,14,14,14,0.00,0.00,766.9,---,24,47,93,0.0,0.0,---,---,---,---,---,---
25:04:2026,01:00,C,mm,km/h,mm,14,14,14,0.00,0.00,766.7,---,24,47,93,0.0,0.0,---,---,---,---,---,---
25:04:2026,01:15,C,mm,km/h,mm,13,14,13,0.00,0.00,766.6,---,24,47,94,0.0,0.0,---,---,---,---,---,---
25:04:2026,01:30,C,mm,km/h,mm,13,13,13,0.00,0.00,766.5,---,24,47,94,0.0,0.0,---,---,---,---,---,---
25:04:2026,01:45,C,mm,km/h,mm,13,13,13,0.00,0.00,766.4,---,24,47,94,0.0,0.0,---,---,---,---,---,---
25:04:2026,02:00,C,mm,km/h,mm,13,13,13,0.00,0.00,766.3,---,24,47,95,0.0,0.0,---,---,---,---,---,---
25:04:2026,02:15,C,mm,km/h,mm,13,13,13,0.00,0.00,766.2,---,24,47,95,0.0,0.0,---,---,---,---,---,---
25:04:2026,02:30,C,mm,km/h,mm,13,13,13,0.00,0.00,766.1,---,24,47,95,0.0,0.0,---,---,---,---,---,---
25:04:2026,02:45,C,mm,km/h,mm,13,13,13,0.00,0.00,766.2,---,24,48,95,0.0,0.0,---,---,---,---,---,---
25:04:2026,03:00,C,mm,km/h,mm,13,13,13,0.00,0.00,766.2,---,24,48,95,0.0,0.0,---,---,---,---,---,---
25:04:2026,03:15,C,mm,km/h,mm,13,13,13,0.00,0.00,766.1,---,23,48,95,0.0,0.0,---,---,---,---,---,---
25:04:2026,03:30,C,mm,km/h,mm,13,13,13,0.00,0.00,766.0,---,23,48,95,0.0,0.0,---,---,---,---,---,---
25:04:2026,03:45,C,mm,km/h,mm,13,13,13,0.00,0.00,766.1,---,23,48,95,0.0,0.0,---,---,---,---,---,---
25:04:2026,04:00,C,mm,km/h,mm,13,13,13,0.00,0.00,766.2,---,23,48,95,0.0,0.0,---,---,---,---,---,---
25:04:2026,04:15,C,mm,km/h,mm,12,13,12,0.00,0.00,766.2,---,23,48,95,0.0,0.0,---,---,---,---,---,---
25:04:2026,04:30,C,mm,km/h,mm,12,12,12,0.00,0.00,766.2,---,23,48,96,0.0,0.0,---,---,---,---,---,---
25:04:2026,04:45,C,mm,km/h,mm,12,12,12,0.00,0.00,766.3,---,23,48,96,0.0,0.0,---,---,---,---,---,---
25:04:2026,05:00,C,mm,km/h,mm,12,12,12,0.00,0.00,766.4,---,23,47,96,0.0,0.0,---,---,---,---,---,---
25:04:2026,05:15,C,mm,km/h,mm,12,12,12,0.00,0.00,766.5,---,23,48,96,0.0,0.0,---,---,---,---,---,---
25:04:2026,05:30,C,mm,km/h,mm,12,12,12,0.00,0.00,766.6,---,23,47,96,0.0,0.0,---,---,---,---,---,---
