Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
28:04:2026,00:15,C,mm,km/h,mm,16,16,16,0.00,0.00,769.5,---,24,38,70,0.0,0.0,---,---,---,---,---,---
28:04:2026,00:30,C,mm,km/h,mm,16,16,16,0.00,0.00,769.7,---,24,38,73,0.0,0.0,---,---,---,---,---,---
28:04:2026,00:45,C,mm,km/h,mm,15,16,15,0.00,0.00,769.6,---,24,38,73,0.0,0.0,---,---,---,---,---,---
28:04:2026,01:00,C,mm,km/h,mm,15,15,15,0.00,0.00,769.7,---,24,38,76,0.0,0.0,---,---,---,---,---,---
28:04:2026,01:15,C,mm,km/h,mm,15,15,15,0.00,0.00,769.6,---,24,39,72,0.0,0.0,---,---,---,---,---,---
28:04:2026,01:30,C,mm,km/h,mm,15,15,15,0.00,0.00,769.5,---,24,39,74,0.0,0.0,---,---,---,---,---,---
28:04:2026,01:45,C,mm,km/h,mm,15,15,15,0.00,0.00,769.3,---,24,39,77,0.0,0.0,---,---,---,---,---,---
28:04:2026,02:00,C,mm,km/h,mm,15,15,15,0.00,0.00,769.2,---,24,39,76,0.0,0.0,---,---,---,---,---,---
28:04:2026,02:15,C,mm,km/h,mm,14,15,14,0.00,0.00,769.1,---,24,39,81,0.0,0.0,---,---,---,---,---,---
28:04:2026,02:30,C,mm,km/h,mm,14,14,14,0.00,0.00,768.9,---,24,40,81,0.0,0.0,---,---,---,---,---,---
28:04:2026,02:45,C,mm,km/h,mm,14,14,14,0.00,0.00,769.0,---,24,40,81,0.0,0.0,---,---,---,---,---,---
28:04:2026,03:00,C,mm,km/h,mm,13,14,13,0.00,0.00,768.9,---,24,40,82,0.0,0.0,---,---,---,---,---,---
28:04:2026,03:15,C,mm,km/h,mm,13,13,13,0.00,0.00,768.9,---,24,40,85,0.0,0.0,---,---,---,---,---,---
28:04:2026,03:30,C,mm,km/h,mm,13,13,13,0.00,0.00,768.8,---,24,40,84,0.0,0.0,---,---,---,---,---,---
28:04:2026,03:45,C,mm,km/h,mm,13,13,12,0.00,0.00,768.7,---,24,40,86,0.0,0.0,---,---,---,---,---,---
28:04:2026,04:00,C,mm,km/h,mm,12,12,12,0.00,0.00,768.8,---,24,41,87,0.0,0.0,---,---,---,---,---,---
28:04:2026,04:15,C,mm,km/h,mm,12,12,12,0.00,0.00,768.8,---,24,41,87,0.0,0.0,---,---,---,---,---,---
28:04:2026,04:30,C,mm,km/h,mm,12,12,12,0.00,0.00,768.9,---,24,41,88,0.0,0.0,---,---,---,---,---,---
28:04:2026,04:45,C,mm,km/h,mm,12,12,12,0.00,0.00,769.1,---,24,41,88,0.0,0.0,---,---,---,---,---,---
28:04:2026,05:00,C,mm,km/h,mm,13,13,12,0.00,0.00,769.2,---,24,41,88,0.0,0.0,---,---,---,---,---,---
28:04:2026,05:15,C,mm,km/h,mm,13,13,12,0.00,0.00,769.4,---,24,41,86,0.0,0.0,---,---,---,---,---,---
28:04:2026,05:30,C,mm,km/h,mm,12,13,12,0.00,0.00,769.5,---,23,41,88,0.0,0.0,---,---,---,---,---,---
28:04:2026,05:45,C,mm,km/h,mm,12,12,12,0.00,0.00,769.6,---,23,42,85,0.0,0.0,---,---,---,---,---,---
28:04:2026,06:00,C,mm,km/h,mm,12,12,12,0.00,0.00,769.7,---,23,42,85,0.0,0.0,---,---,---,---,---,---
28:04:2026,06:15,C,mm,km/h,mm,12,12,12,0.00,0.00,770.0,---,23,42,86,0.0,0.0,---,---,---,---,---,---
28:04:2026,06:30,C,mm,km/h,mm,12,12,12,0.00,0.00,770.0,---,23,42,83,0.0,0.0,---,---,---,---,---,---
28:04:2026,06:45,C,mm,km/h,mm,12,12,12,0.00,0.00,770.0,---,23,41,84,0.0,0.0,---,---,---,---,---,---
28:04:2026,07:00,C,mm,km/h,mm,13,13,12,0.00,0.00,770.4,---,23,42,83,0.0,0.0,---,---,---,---,---,---
28:04:2026,07:15,C,mm,km/h,mm,14,14,13,0.00,0.00,770.6,---,23,42,76,0.0,0.0,---,---,---,---,---,---
28:04:2026,07:30,C,mm,km/h,mm,15,15,14,0.00,0.00,770.7,---,23,42,72,0.0,0.0,---,---,---,---,---,---
28:04:2026,07:45,C,mm,km/h,mm,17,17,15,0.00,0.00,770.8,---,23,41,68,0.0,0.0,---,---,---,---,---,---
28:04:2026,08:00,C,mm,km/h,mm,18,18,17,0.00,0.00,770.8,---,23,41,62,0.0,0.0,---,---,---,---,---,---
28:04:2026,08:15,C,mm,km/h,mm,20,20,18,0.00,0.00,771.0,---,23,41,55,0.0,1.6,ESE,ESE,---,---,---,---
28:04:2026,08:30,C,mm,km/h,mm,22,22,20,0.00,0.00,771.1,---,23,41,53,0.0,1.6,NW,NW,---,---,---,---
28:04:2026,08:45,C,mm,km/h,mm,23,23,22,0.00,0.00,771.1,---,24,41,48,0.0,0.0,---,---,---,---,---,---
28:04:2026,09:00,C,mm,km/h,mm,23,23,23,0.00,0.00,771.2,---,24,41,48,0.0,3.2,E,SSE,---,---,---,---
28:04:2026,09:15,C,mm,km/h,mm,23,23,23,0.00,0.00,771.3,---,24,41,46,0.0,4.8,S,ESE,---,---,---,---
28:04:2026,09:30,C,mm,km/h,mm,24,24,23,0.00,0.00,771.2,---,24,40,45,0.0,4.8,NNW,SE,---,---,---,---
28:04:2026,09:45,C,mm,km/h,mm,24,25,24,0.00,0.00,771.1,---,24,40,43,0.0,4.8,SE,SSE,---,---,---,---
28:04:2026,10:00,C,mm,km/h,mm,25,25,24,0.00,0.00,771.0,---,24,40,42,0.0,4.8,SSE,SSE,---,---,---,---
28:04:2026,10:15,C,mm,km/h,mm,26,26,25,0.00,0.00,771.0,---,24,40,39,0.0,6.4,SSE,SSE,---,---,---,---
28:04:2026,10:30,C,mm,km/h,mm,26,26,26,0.00,0.00,770.9,---,24,37,35,0.0,6.4,SE,SSE,---,---,---,---
28:04:2026,10:45,C,mm,km/h,mm,27,27,26,0.00,0.00,770.8,---,24,36,32,1.6,8.0,NW,NNE,---,---,---,---
28:04:2026,11:00,C,mm,km/h,mm,28,28,27,0.00,0.00,770.8,---,23,34,31,0.0,8.0,NW,NE,---,---,---,---
28:04:2026,11:15,C,mm,km/h,mm,28,28,28,0.00,0.00,770.6,---,23,34,31,1.6,9.7,NNE,NE,---,---,---,---
28:04:2026,11:30,C,mm,km/h,mm,27,28,27,0.00,0.00,770.4,---,23,34,32,1.6,11.3,SSE,SE,---,---,---,---
28:04:2026,11:45,C,mm,km/h,mm,29,29,27,0.00,0.00,770.2,---,23,34,30,1.6,6.4,SSE,ESE,---,---,---,---
28:04:2026,12:00,C,mm,km/h,mm,29,29,29,0.00,0.00,770.0,---,23,33,28,1.6,8.0,NW,NNW,---,---,---,---
28:04:2026,12:15,C,mm,km/h,mm,29,29,29,0.00,0.00,769.8,---,23,33,26,1.6,4.8,NNW,ENE,---,---,---,---
28:04:2026,12:30,C,mm,km/h,mm,31,31,29,0.00,0.00,769.7,---,23,34,21,1.6,8.0,NW,NNE,---,---,---,---
28:04:2026,12:45,C,mm,km/h,mm,30,31,30,0.00,0.00,769.4,---,23,33,17,3.2,12.9,NE,NNE,---,---,---,---
28:04:2026,13:00,C,mm,km/h,mm,31,31,30,0.00,0.00,769.1,---,23,31,17,3.2,14.5,NW,NNE,---,---,---,---
28:04:2026,13:15,C,mm,km/h,mm,31,31,31,0.00,0.00,768.9,---,23,31,18,3.2,17.7,NNE,NNE,---,---,---,---
28:04:2026,13:30,C,mm,km/h,mm,31,31,31,0.00,0.00,768.9,---,23,31,17,3.2,11.3,NNE,NE,---,---,---,---
