Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
03:05:2026,00:15,C,mm,km/h,mm,18,18,17,0.00,0.00,769.5,---,26,39,71,0.0,3.2,ESE,E,---,---,---,---
03:05:2026,00:30,C,mm,km/h,mm,17,18,17,0.00,0.00,769.5,---,26,39,72,0.0,0.0,---,---,---,---,---,---
03:05:2026,04:30,C,mm,km/h,mm,16,16,16,0.00,0.00,769.0,---,25,40,80,0.0,0.0,---,---,---,---,---,---
03:05:2026,04:45,C,mm,km/h,mm,16,16,16,0.00,0.00,769.0,---,25,40,79,0.0,0.0,---,---,---,---,---,---
03:05:2026,05:00,C,mm,km/h,mm,16,16,16,0.00,0.00,769.3,---,25,40,79,0.0,1.6,E,E,---,---,---,---
03:05:2026,05:15,C,mm,km/h,mm,16,16,16,0.00,0.00,769.3,---,25,40,78,0.0,1.6,ENE,NE,---,---,---,---
03:05:2026,05:30,C,mm,km/h,mm,16,16,16,0.00,0.00,769.4,---,25,41,78,0.0,4.8,W,WNW,---,---,---,---
03:05:2026,09:30,C,mm,km/h,mm,21,22,21,0.00,0.00,771.2,---,24,42,62,1.6,6.4,SSE,SSE,---,---,---,---
03:05:2026,09:45,C,mm,km/h,mm,21,21,21,0.00,0.00,771.3,---,24,42,61,0.0,4.8,NNE,SE,---,---,---,---
03:05:2026,10:00,C,mm,km/h,mm,23,23,21,0.00,0.00,771.2,---,24,42,59,0.0,3.2,S,NNW,---,---,---,---
03:05:2026,10:15,C,mm,km/h,mm,23,23,23,0.00,0.00,771.1,---,24,41,55,0.0,4.8,SE,SE,---,---,---,---
03:05:2026,10:30,C,mm,km/h,mm,24,24,23,0.00,0.00,770.9,---,24,41,54,1.6,6.4,SSE,SSE,---,---,---,---
03:05:2026,14:30,C,mm,km/h,mm,28,28,27,0.00,0.00,767.7,---,25,40,36,0.0,4.8,SSE,SSE,---,---,---,---
03:05:2026,14:45,C,mm,km/h,mm,29,29,28,0.00,0.00,767.4,---,25,39,33,1.6,8.0,N,NW,---,---,---,---
03:05:2026,15:00,C,mm,km/h,mm,29,30,29,0.00,0.00,767.1,---,25,39,32,1.6,8.0,NNE,SE,---,---,---,---
03:05:2026,15:15,C,mm,km/h,mm,28,29,28,0.00,0.00,766.7,---,25,39,39,1.6,12.9,ESE,SSE,---,---,---,---
03:05:2026,15:30,C,mm,km/h,mm,28,28,27,0.00,0.00,766.6,---,25,39,39,3.2,11.3,SE,SE,---,---,---,---
03:05:2026,18:00,C,mm,km/h,mm,17,17,17,0.00,0.00,768.2,---,25,44,82,1.6,9.7,WNW,NNW,---,---,---,---
03:05:2026,18:15,C,mm,km/h,mm,17,17,17,0.00,0.00,768.9,---,25,44,78,1.6,8.0,NE,NE,---,---,---,---
03:05:2026,18:30,C,mm,km/h,mm,17,18,17,0.00,0.00,769.2,---,25,44,80,1.6,9.7,NNE,NNE,---,---,---,---
03:05:2026,18:45,C,mm,km/h,mm,17,17,17,0.20,0.00,769.4,---,25,45,84,1.6,9.7,NNE,NE,---,---,---,---
03:05:2026,19:00,C,mm,km/h,mm,16,17,16,0.00,0.00,769.7,---,25,45,86,1.6,11.3,N,NNE,---,---,---,---
03:05:2026,23:00,C,mm,km/h,mm,16,16,16,0.00,0.00,770.8,---,24,47,91,0.0,0.0,---,---,---,---,---,---
03:05:2026,23:15,C,mm,km/h,mm,16,16,16,0.00,0.00,770.7,---,24,48,91,0.0,0.0,---,---,---,---,---,---
03:05:2026,23:30,C,mm,km/h,mm,16,16,16,0.00,0.00,770.5,---,24,48,91,0.0,0.0,---,---,---,---,---,---
03:05:2026,23:45,C,mm,km/h,mm,16,16,16,0.00,0.00,770.5,---,24,48,91,0.0,0.0,---,---,---,---,---,---
