Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
02:06:2026,00:15,C,mm,km/h,mm,17,18,17,0.00,0.00,769.0,---,24,44,73,0.0,0.0,---,---,---,---,---,---
02:06:2026,00:30,C,mm,km/h,mm,17,17,17,0.00,0.00,769.0,---,24,44,74,0.0,6.4,WSW,WNW,---,---,---,---
02:06:2026,00:45,C,mm,km/h,mm,17,17,17,0.00,0.00,768.9,---,24,44,75,1.6,6.4,WNW,WNW,---,---,---,---
02:06:2026,01:00,C,mm,km/h,mm,17,17,17,0.00,0.00,769.0,---,24,44,76,1.6,6.4,WNW,WNW,---,---,---,---
02:06:2026,01:15,C,mm,km/h,mm,17,17,17,0.00,0.00,769.0,---,24,44,74,1.6,8.0,NNW,WNW,---,---,---,---
02:06:2026,01:30,C,mm,km/h,mm,17,17,17,0.00,0.00,769.0,---,24,44,74,1.6,8.0,W,WNW,---,---,---,---
02:06:2026,01:45,C,mm,km/h,mm,17,17,17,0.00,0.00,769.2,---,24,44,75,1.6,6.4,NW,NW,---,---,---,---
02:06:2026,02:00,C,mm,km/h,mm,17,17,17,0.00,0.00,769.2,---,24,44,75,1.6,11.3,NW,WNW,---,---,---,---
02:06:2026,02:15,C,mm,km/h,mm,17,17,17,0.00,0.00,769.2,---,24,45,75,1.6,8.0,W,NW,---,---,---,---
02:06:2026,02:30,C,mm,km/h,mm,17,17,17,0.00,0.00,769.0,---,24,45,76,0.0,8.0,W,W,---,---,---,---
02:06:2026,02:45,C,mm,km/h,mm,17,17,17,0.00,0.00,768.9,---,24,45,77,1.6,6.4,WSW,WNW,---,---,---,---
02:06:2026,03:00,C,mm,km/h,mm,17,17,17,0.00,0.00,769.0,---,24,45,78,1.6,8.0,W,W,---,---,---,---
02:06:2026,03:15,C,mm,km/h,mm,17,17,17,0.00,0.00,769.2,---,24,45,78,1.6,6.4,WNW,WNW,---,---,---,---
02:06:2026,03:30,C,mm,km/h,mm,17,17,17,0.00,0.00,769.2,---,24,45,78,1.6,9.7,NNW,NW,---,---,---,---
02:06:2026,03:45,C,mm,km/h,mm,16,17,16,0.00,0.00,769.1,---,24,45,79,0.0,8.0,NNW,NW,---,---,---,---
02:06:2026,04:00,C,mm,km/h,mm,16,16,16,0.00,0.00,769.1,---,24,46,80,0.0,3.2,NW,NW,---,---,---,---
02:06:2026,04:15,C,mm,km/h,mm,16,16,16,0.00,0.00,769.0,---,24,46,81,0.0,3.2,NW,NW,---,---,---,---
02:06:2026,04:30,C,mm,km/h,mm,16,16,16,0.00,0.00,769.0,---,24,46,82,0.0,1.6,NNE,N,---,---,---,---
02:06:2026,04:45,C,mm,km/h,mm,16,16,16,0.00,0.00,769.0,---,24,46,82,0.0,3.2,W,W,---,---,---,---
02:06:2026,05:00,C,mm,km/h,mm,15,16,15,0.00,0.00,769.0,---,24,46,83,0.0,3.2,WSW,WSW,---,---,---,---
02:06:2026,05:15,C,mm,km/h,mm,16,16,15,0.00,0.00,769.1,---,24,46,83,0.0,1.6,ESE,ESE,---,---,---,---
02:06:2026,05:30,C,mm,km/h,mm,16,16,16,0.00,0.00,769.2,---,24,46,83,0.0,3.2,NW,NW,---,---,---,---
02:06:2026,05:45,C,mm,km/h,mm,16,16,16,0.00,0.00,769.2,---,24,47,81,0.0,1.6,N,N,---,---,---,---
02:06:2026,06:00,C,mm,km/h,mm,17,17,16,0.00,0.00,769.4,---,24,47,79,0.0,3.2,NNW,NNW,---,---,---,---
02:06:2026,06:15,C,mm,km/h,mm,17,17,17,0.00,0.00,769.5,---,24,46,76,0.0,4.8,WNW,NW,---,---,---,---
02:06:2026,06:30,C,mm,km/h,mm,18,18,17,0.00,0.00,769.7,---,24,46,72,0.0,3.2,W,NNW,---,---,---,---
02:06:2026,06:45,C,mm,km/h,mm,18,18,18,0.00,0.00,769.7,---,24,46,74,0.0,1.6,NNW,NE,---,---,---,---
02:06:2026,07:00,C,mm,km/h,mm,18,18,18,0.00,0.00,769.8,---,24,46,73,0.0,1.6,ESE,ESE,---,---,---,---
02:06:2026,07:15,C,mm,km/h,mm,19,20,18,0.00,0.00,769.8,---,24,46,67,1.6,8.0,W,WNW,---,---,---,---
02:06:2026,07:30,C,mm,km/h,mm,19,20,19,0.00,0.00,770.0,---,24,46,66,0.0,4.8,NNW,SE,---,---,---,---
02:06:2026,07:45,C,mm,km/h,mm,20,20,19,0.00,0.00,769.7,---,24,46,66,0.0,4.8,NE,NNE,---,---,---,---
02:06:2026,08:00,C,mm,km/h,mm,20,21,20,0.00,0.00,769.7,---,24,46,63,0.0,4.8,NW,NW,---,---,---,---
02:06:2026,08:15,C,mm,km/h,mm,22,22,20,0.00,0.00,769.7,---,24,45,59,0.0,3.2,NNW,NNW,---,---,---,---
02:06:2026,08:30,C,mm,km/h,mm,23,23,22,0.00,0.00,769.7,---,24,45,55,0.0,4.8,NNE,NE,---,---,---,---
02:06:2026,08:45,C,mm,km/h,mm,24,24,23,0.00,0.00,769.7,---,24,44,51,1.6,6.4,SE,SSE,---,---,---,---
02:06:2026,09:00,C,mm,km/h,mm,24,24,23,0.00,0.00,769.7,---,24,40,50,1.6,6.4,N,NNE,---,---,---,---
02:06:2026,09:15,C,mm,km/h,mm,25,25,24,0.00,0.00,769.8,---,24,38,47,1.6,8.0,NNW,NW,---,---,---,---
02:06:2026,09:30,C,mm,km/h,mm,25,25,25,0.00,0.00,769.6,---,23,37,47,1.6,6.4,WNW,WNW,---,---,---,---
02:06:2026,09:45,C,mm,km/h,mm,25,25,25,0.00,0.00,769.5,---,23,36,46,0.0,6.4,W,ESE,---,---,---,---
