Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
04:06:2026,00:15,C,mm,km/h,mm,16,16,16,0.20,0.00,769.4,---,24,48,90,1.6,8.0,SSE,SSE,---,---,---,---
04:06:2026,00:30,C,mm,km/h,mm,15,16,15,0.00,0.00,769.3,---,24,48,89,0.0,3.2,SSE,SSE,---,---,---,---
04:06:2026,00:45,C,mm,km/h,mm,15,16,15,0.00,0.00,769.3,---,24,48,88,0.0,1.6,SE,SE,---,---,---,---
04:06:2026,01:00,C,mm,km/h,mm,16,16,15,0.00,0.00,769.1,---,24,48,88,0.0,0.0,---,---,---,---,---,---
04:06:2026,01:15,C,mm,km/h,mm,16,16,16,0.00,0.00,769.2,---,24,48,87,0.0,0.0,---,---,---,---,---,---
04:06:2026,01:30,C,mm,km/h,mm,16,16,16,0.00,0.00,769.0,---,24,49,87,0.0,0.0,---,---,---,---,---,---
04:06:2026,01:45,C,mm,km/h,mm,16,16,16,0.00,0.00,769.0,---,24,49,85,0.0,1.6,NE,NE,---,---,---,---
04:06:2026,02:00,C,mm,km/h,mm,16,16,16,0.00,0.00,769.0,---,24,49,88,0.0,0.0,---,---,---,---,---,---
04:06:2026,02:15,C,mm,km/h,mm,16,16,16,0.00,0.00,769.2,---,24,49,88,0.0,1.6,SE,SE,---,---,---,---
04:06:2026,02:30,C,mm,km/h,mm,16,16,16,0.00,0.00,769.2,---,24,49,87,0.0,0.0,---,---,---,---,---,---
04:06:2026,02:45,C,mm,km/h,mm,16,16,16,0.40,9.80,769.0,---,24,49,88,0.0,3.2,SE,SE,---,---,---,---
04:06:2026,03:00,C,mm,km/h,mm,16,16,16,0.00,0.00,769.0,---,24,50,88,0.0,1.6,NW,NW,---,---,---,---
