Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
23:04:2026,00:15,C,mm,km/h,mm,13,13,13,0.00,0.00,769.9,---,23,47,93,0.0,0.0,---,---,---,---,---,---
23:04:2026,00:30,C,mm,km/h,mm,13,13,13,0.00,0.00,769.7,---,23,47,94,0.0,0.0,---,---,---,---,---,---
23:04:2026,00:45,C,mm,km/h,mm,13,13,13,0.00,0.00,769.2,---,23,47,95,0.0,0.0,---,---,---,---,---,---
23:04:2026,01:00,C,mm,km/h,mm,13,13,13,0.00,0.00,769.0,---,23,47,94,0.0,0.0,---,---,---,---,---,---
23:04:2026,01:15,C,mm,km/h,mm,13,13,13,0.00,0.00,769.0,---,23,47,95,0.0,0.0,---,---,---,---,---,---
23:04:2026,01:30,C,mm,km/h,mm,13,13,13,0.00,0.00,768.9,---,23,47,95,0.0,1.6,NE,NE,---,---,---,---
23:04:2026,01:45,C,mm,km/h,mm,14,14,13,0.00,0.00,769.2,---,23,47,92,0.0,6.4,WNW,NW,---,---,---,---
23:04:2026,02:00,C,mm,km/h,mm,14,14,14,0.20,0.00,768.9,---,23,47,88,1.6,6.4,WNW,NW,---,---,---,---
23:04:2026,02:15,C,mm,km/h,mm,14,14,14,0.00,0.00,768.6,---,23,47,89,0.0,0.0,---,---,---,---,---,---
23:04:2026,02:30,C,mm,km/h,mm,14,14,14,0.00,0.00,768.9,---,23,47,91,0.0,1.6,NW,NW,---,---,---,---
23:04:2026,02:45,C,mm,km/h,mm,14,14,14,0.00,0.00,769.3,---,23,47,87,1.6,11.3,NE,NNW,---,---,---,---
23:04:2026,03:00,C,mm,km/h,mm,14,14,14,0.00,0.00,769.2,---,23,47,84,3.2,11.3,NW,NNW,---,---,---,---
23:04:2026,03:15,C,mm,km/h,mm,14,14,14,0.20,0.00,768.9,---,23,47,84,1.6,8.0,WNW,NW,---,---,---,---
23:04:2026,03:30,C,mm,km/h,mm,13,14,13,0.00,0.00,768.4,---,23,47,88,0.0,0.0,---,---,---,---,---,---
